
[00:00:00.000 --> 00:00:02.640]  哈喽哈喽
[00:21:57.680 --> 00:22:00.680]  还有我们tritan adapt
[00:22:00.680 --> 00:22:02.680]  其实就是在这个阶段
[00:22:02.680 --> 00:22:03.680]  然后后面的阶段
[00:22:03.680 --> 00:22:06.680]  其实是别的组件的优化
[00:22:06.680 --> 00:22:10.680]  当然我们跟smpli的联系也是非常密切的
[00:22:10.680 --> 00:22:12.680]  因为我们像tritan to intrusion
[00:22:12.680 --> 00:22:14.680]  tristan to heavym
[00:22:14.680 --> 00:22:17.680]  其实就直接转到了我们的smpli
[00:22:17.680 --> 00:22:18.680]  中的网页
[00:22:24.680 --> 00:22:29.680]  ok然后我今天对每一个pass做一个初步的介绍
[00:22:29.680 --> 00:22:32.680]  像tritan linearized
[00:22:32.680 --> 00:22:38.680]  其实就是我们会对road store的offset的公式
[00:22:38.680 --> 00:22:41.680]  包括还有mask公式进行分析
[00:22:41.680 --> 00:22:46.680]  然后因为像计算offset包括mask的公式中
[00:22:46.680 --> 00:22:49.680]  它会包含大量的or计算
[00:22:49.680 --> 00:22:51.680]  包含了像加点乘出
[00:22:51.680 --> 00:22:53.680]  甚至还有一些取摩操作
[00:22:53.680 --> 00:22:58.680]  然后我们需要对这些表达式进行一个分析
[00:22:58.680 --> 00:22:59.680]  然后将一个
[00:22:59.680 --> 00:23:01.680]  将非线性化的表达式
[00:23:01.680 --> 00:23:04.680]  然后用线性化的表达式去表达出来
[00:23:04.680 --> 00:23:05.680]  这个目的呢
[00:23:05.680 --> 00:23:07.680]  其实是因为像gpu
[00:23:07.680 --> 00:23:10.680]  它是可以逐个严肃进行的
[00:23:10.680 --> 00:23:11.680]  进行它的road store
[00:23:11.680 --> 00:23:13.680]  我们像我们深层的话
[00:23:13.680 --> 00:23:14.680]  因为cmd架构的话
[00:23:14.680 --> 00:23:16.680]  我们使用的dm指定
[00:23:16.680 --> 00:23:19.680]  我们需要有一个更规律的防存
[00:23:19.680 --> 00:23:23.680]  然后因为我们需要一块一块的去办
[00:23:23.680 --> 00:23:26.680]  就比如我们一个block就是一个32字节
[00:23:26.680 --> 00:23:30.680]  我们想要我们想要达到的效果就是一次可以办32字节
[00:23:30.680 --> 00:23:32.680]  甚至或者它的倍数
[00:23:32.680 --> 00:23:36.680]  这样的话才是我们生存更亲和的办员
[00:23:36.680 --> 00:23:39.680]  所以说这个tratenlyanalyze的话
[00:23:39.680 --> 00:23:46.680]  其实就是去将一些主元素的非线性表达式
[00:23:46.680 --> 00:23:48.680]  翻译成线性表达
[00:23:48.680 --> 00:23:50.680]  然后提升性能
[00:23:50.680 --> 00:23:52.680]  然后这个pass的话
[00:23:52.680 --> 00:23:56.680]  它的目的是想分析road store中的mask
[00:23:56.680 --> 00:23:59.680]  如果当前的mask是一个离散
[00:23:59.680 --> 00:24:01.680]  我们会进行一个对应的处理
[00:24:01.680 --> 00:24:03.680]  然后后面会具体介绍
[00:24:03.680 --> 00:24:05.680]  像traten2onstretch的话
[00:24:05.680 --> 00:24:09.680]  就是预算仿存的分析并处理
[00:24:09.680 --> 00:24:13.680]  它跟tratenlyanalyze是一个互补的关系
[00:24:13.680 --> 00:24:15.680]  在tratenlyanalyze中
[00:24:15.680 --> 00:24:23.680]  如果分析出它是一个可以将非线性化转成线性化的仿存之后
[00:24:23.680 --> 00:24:29.680]  它会就转成了一个有规律的DMA指令
[00:24:29.680 --> 00:24:33.680]  当linearis无法分析出来的时候
[00:24:33.680 --> 00:24:37.680]  我们就需要走到我们的traten2onstretch
[00:24:37.680 --> 00:24:41.680]  DMA指令是不支持主义元素的搬运
[00:24:41.680 --> 00:24:45.680]  我们需要它也是一个三双四节对齐
[00:24:45.680 --> 00:24:48.680]  所以说在这个pass中
[00:24:48.680 --> 00:24:53.680]  我们需要去识别这种离散的主义元素的搬运
[00:24:53.680 --> 00:24:55.680]  将它退化成我们的标量搬运
[00:24:55.680 --> 00:24:59.680]  当然这个性能肯定也是有
[00:24:59.680 --> 00:25:01.680]  肯定会需要牺牲性能
[00:25:01.680 --> 00:25:07.680]  但是我们必须保证功能的前期下才会再优化性能
[00:25:07.680 --> 00:25:11.680]  然后这个pass是traten2hevm
[00:25:11.680 --> 00:25:13.680]  hevm我刚刚也有介绍
[00:25:13.680 --> 00:25:18.680]  其实就是我们smnpr中的其中一个模块
[00:25:18.680 --> 00:25:23.680]  这个模块的话是一个跟硬件相关的一个模块
[00:25:23.680 --> 00:25:26.680]  它会有一个系列应件相关的边用化
[00:25:26.680 --> 00:25:30.680]  然后可以CANN到我们的hevm方言
[00:25:30.680 --> 00:25:38.680]  它的完整的描述是hybrid intelligence virtual machine
[00:25:38.680 --> 00:25:40.680]  是smpi中的一种
[00:25:40.680 --> 00:25:45.680]  然后这个pass的话就是traten直接toLVM
[00:25:45.680 --> 00:25:49.680]  顾名思义就是我们直接把traten方言转成了LVM方言
[00:25:49.680 --> 00:25:54.680]  然后这个pass的话是一个traten2hevm
[00:25:54.680 --> 00:25:56.680]  它的名字虽然叫traten2hevm
[00:25:56.680 --> 00:25:59.680]  但它其实不只转成LVM方言
[00:25:59.680 --> 00:26:04.680]  它会转成像memoref tensor等一系列方言
[00:26:04.680 --> 00:26:06.680]  然后最终就生成了ttadapter
[00:26:06.680 --> 00:26:12.680]  然后这个方言的话就是traten2hevm方言
[00:26:12.680 --> 00:26:13.680]  traten2hevm方言
[00:26:13.680 --> 00:26:15.680]  hevm方言其实也是smpi中的一种
[00:26:15.680 --> 00:26:19.680]  它是一个硬件无关的一些边用化
[00:26:19.680 --> 00:26:22.680]  是大概attuation就在做的
[00:26:22.680 --> 00:26:25.680]  然后traten2hevm方言
[00:26:25.680 --> 00:26:30.680]  像annotation就是类似一个就是一个hint
[00:26:30.680 --> 00:26:32.680]  叫像一个compile hint
[00:26:32.680 --> 00:26:38.680]  然后我们会达到就是像一些像一些那个ir的分析
[00:26:38.680 --> 00:26:40.680]  我们可能只能在TTIR做
[00:26:40.680 --> 00:26:45.680]  或者有些hint我们可以直接开放给开发者
[00:26:45.680 --> 00:26:50.680]  他们可以在traten kernel里面打上对应的hint
[00:26:50.680 --> 00:26:54.680]  将它想要的语义传给我们的编译器
[00:26:54.680 --> 00:27:00.680]  传给traten2hevm方言
[00:27:00.680 --> 00:27:03.680]  或者大部分的优化肯定就直接传到了我们smpi
[00:27:03.680 --> 00:27:08.680]  然后smpi根据分析当前你传来的annotation
[00:27:08.680 --> 00:27:11.680]  然后你的语义让我们去进行对应的优化
[00:27:11.680 --> 00:27:14.680]  举个例子就比如我们的cast
[00:27:14.680 --> 00:27:20.680]  当我们的比如我们这样一个大微宽
[00:27:20.680 --> 00:27:24.680]  软小微宽的情况我们肯定会出现一个offroad场景
[00:27:24.680 --> 00:27:27.680]  然后它offroad的处理肯定是有两种
[00:27:27.680 --> 00:27:32.680]  比如是饱和到极致或者是阶段高位
[00:27:32.680 --> 00:27:35.680]  这样的话我们因为有两种情况
[00:27:35.680 --> 00:27:41.680]  我们编辑肯定是优先满足have者想要的模式
[00:27:41.680 --> 00:27:44.680]  那我们就会给到一个pint
[00:27:44.680 --> 00:27:48.680]  然后它就会以annotation去传到smpi
[00:27:48.680 --> 00:27:51.680]  然后当你传的是一个saturate
[00:27:51.680 --> 00:27:54.680]  那我们就知道你要做一个饱和到极致的操作
[00:27:54.680 --> 00:27:56.680]  如果是chunk
[00:27:56.680 --> 00:27:59.680]  那我们就知道你想要截断
[00:27:59.680 --> 00:28:00.680]  然后这里的话
[00:28:00.680 --> 00:28:05.680]  这些pass就是我们trata adapter的重点的pass
[00:28:05.680 --> 00:28:11.680]  然后接下来我会具体讲一下每个pass
[00:28:11.680 --> 00:28:19.680]  好 第一个的话其实就是我们的trata adapter device
[00:28:19.680 --> 00:28:24.680]  你可以CANN到这是一个DPU的语义
[00:28:24.680 --> 00:28:26.680]  就是它有因为它有一个主元素的操作嘛
[00:28:26.680 --> 00:28:32.680]  下台low的stock可以写的非常灵活
[00:28:32.680 --> 00:28:38.680]  它甚至可以一直跳着去搬呢
[00:28:38.680 --> 00:28:40.680]  但是我们npu的话
[00:28:40.680 --> 00:28:42.680]  其实我们因为cmd架构
[00:28:42.680 --> 00:28:44.680]  我们需要一个block一个block搬
[00:28:44.680 --> 00:28:47.680]  这样才是我们生存清额的操作
[00:28:47.680 --> 00:28:49.680]  然后flatten linearized的话
[00:28:49.680 --> 00:28:55.680]  它的作用就是分析我们仿存表达式中这一系列的表达式
[00:28:55.680 --> 00:29:00.680]  然后如果分析出来它是可以将
[00:29:00.680 --> 00:29:02.680]  因为如果我们直接按到公式
[00:29:02.680 --> 00:29:04.680]  比如我们xindex
[00:29:04.680 --> 00:29:08.680]  它比如是一个arrange出来的一个0-255的一个tensor
[00:29:08.680 --> 00:29:11.680]  然后它经过服务法再取模再乘法
[00:29:11.680 --> 00:29:13.680]  那它肯定就变成了一个
[00:29:13.680 --> 00:29:15.680]  它虽然有过滤
[00:29:15.680 --> 00:29:18.680]  但它没办法去直接翻译成我们的DMA指定
[00:29:18.680 --> 00:29:22.680]  这样的话我们就需要在我们的
[00:29:22.680 --> 00:29:26.680]  我们的flatten linearized path里面去尝试
[00:29:26.680 --> 00:29:28.680]  解析这一类表达式
[00:29:28.680 --> 00:29:32.680]  然后把它转成我们生存清额的语义
[00:29:32.680 --> 00:29:35.680]  然后这个其实就是一个
[00:29:35.680 --> 00:29:38.680]  我们在threat and adapted
[00:29:38.680 --> 00:29:41.680]  的一个编译化的过程
[00:29:41.680 --> 00:29:47.680]  当然如果我们没有分析出来
[00:29:47.680 --> 00:29:50.680]  或者说无法分析出来
[00:29:50.680 --> 00:29:54.680]  没有法转换成就是DMA指定
[00:29:54.680 --> 00:29:59.680]  那我们其实也会有功能保底的处理
[00:29:59.680 --> 00:30:00.680]  后面pass也会处理
[00:30:00.680 --> 00:30:02.680]  但这一步的话能分析出来
[00:30:02.680 --> 00:30:07.680]  肯定是需要将它进行优化的
[00:30:07.680 --> 00:30:08.680]  好
[00:30:08.680 --> 00:30:09.680]  接下来下一个
[00:30:09.680 --> 00:30:13.680]  下一个的话就是discrete mask
[00:30:13.680 --> 00:30:14.680]  Mask saysconversion
[00:30:14.680 --> 00:30:19.680]  其实就是对离散Mask做一个处理
[00:30:19.680 --> 00:30:23.680]  我们可以CANN一下什么是离散Mask
[00:30:23.680 --> 00:30:29.680]  首先我们CANN一下我们的连续的Mask长的样子
[00:30:29.680 --> 00:30:33.680]  比如我们t2.range 0到4
[00:30:33.680 --> 00:30:38.680]  那意思就是我们从offset为0的起始地址
[00:30:38.680 --> 00:30:39.680]  取四个数
[00:30:39.680 --> 00:30:42.680]  那这四个数它是个连续一些规律的
[00:30:42.680 --> 00:30:46.680]  那它是肯定可以映射成我们对应的DMA指定的
[00:30:46.680 --> 00:30:52.680]  但然后这里+1这里做一个语的操作
[00:30:52.680 --> 00:30:54.680]  其实它都是一个规律的
[00:30:54.680 --> 00:30:55.680]  我们分析出来它是规律的话
[00:30:55.680 --> 00:30:57.680]  我们直接映射成DMA指定
[00:30:57.680 --> 00:31:01.680]  但是像这种情况
[00:31:01.680 --> 00:31:04.680]  它当我们处理一个离散Mask的情况
[00:31:04.680 --> 00:31:06.680]  比如它一个跳一个
[00:31:06.680 --> 00:31:08.680]  甚至说一个跳两个
[00:31:08.680 --> 00:31:09.680]  再跳一个再跳两个
[00:31:09.680 --> 00:31:11.680]  这种完全没有规律的Mask
[00:31:11.680 --> 00:31:13.680]  那就是一个离散的Mask
[00:31:13.680 --> 00:31:15.680]  我们需要在这个pass中
[00:31:15.680 --> 00:31:16.680]  进行一个对应的处理
[00:31:16.680 --> 00:31:18.680]  怎么处理呢
[00:31:18.680 --> 00:31:22.680]  其实我们就是处理的方式也比较直接
[00:31:22.680 --> 00:31:26.680]  我们假设它是一个离散Mask
[00:31:26.680 --> 00:31:32.680]  并且我们知道它的
[00:31:32.680 --> 00:31:35.680]  我们根据offset是可以分析出来这一块是多大
[00:31:35.680 --> 00:31:39.680]  我们直接把这一整块搬入到我们的
[00:31:39.680 --> 00:31:41.680]  到我们的fate计算单元中
[00:31:41.680 --> 00:31:47.680]  并且load的话它会有一个other的参数
[00:31:47.680 --> 00:31:51.680]  other参数代表Mask为1的情况下
[00:31:51.680 --> 00:31:53.680]  我们需要搬Mask为0的情况下
[00:31:53.680 --> 00:31:56.680]  我们需要补other
[00:31:56.680 --> 00:31:57.680]  就是padding
[00:31:57.680 --> 00:31:58.680]  我们需要补padding
[00:31:58.680 --> 00:32:00.680]  比如这个padding是0
[00:32:00.680 --> 00:32:04.680]  那我们就先搬八个数
[00:32:04.680 --> 00:32:06.680]  我们先用八个数进来
[00:32:06.680 --> 00:32:10.680]  然后但八个数里面其实只有这四个数是有效数据
[00:32:10.680 --> 00:32:12.680]  那另外四个数我们就会补零
[00:32:12.680 --> 00:32:17.680]  这个就是我们在这个pass中做的处理
[00:32:17.680 --> 00:32:25.680]  然后介绍一下这个traten to australia
[00:32:25.680 --> 00:32:26.680]  这个pass
[00:32:26.680 --> 00:32:29.680]  australia pass其实就是刚刚我说的是离散Mask
[00:32:29.680 --> 00:32:33.680]  这里的话就是离散的offset
[00:32:33.680 --> 00:32:35.680]  离散的offset呢
[00:32:35.680 --> 00:32:37.680]  其实它不一定是离散
[00:32:37.680 --> 00:32:39.680]  它还有一种间接仿存
[00:32:39.680 --> 00:32:41.680]  间接仿存是
[00:32:41.680 --> 00:32:43.680]  怎么说什么叫间接仿存呢
[00:32:43.680 --> 00:32:45.680]  其实就是我们我们的offset地址
[00:32:45.680 --> 00:32:48.680]  就是依赖于上一个load进来的数据
[00:32:48.680 --> 00:32:49.680]  那这种情况下
[00:32:49.680 --> 00:32:52.680]  其实就是我们在编译期未知
[00:32:52.680 --> 00:32:53.680]  我们不知道
[00:32:53.680 --> 00:32:55.680]  我们在编译的时候
[00:32:55.680 --> 00:32:57.680]  并不知道当前这个offset到底是离散
[00:32:57.680 --> 00:32:58.680]  还是不离散
[00:32:58.680 --> 00:33:00.680]  那我们只能当成离散做
[00:33:00.680 --> 00:33:02.680]  所以可以CANN到
[00:33:02.680 --> 00:33:06.680]  第一个addressAll是load进来
[00:33:06.680 --> 00:33:13.680]  然后我们又拿addressAll作为了load的指针的偏移
[00:33:13.680 --> 00:33:17.680]  那这个情况下
[00:33:17.680 --> 00:33:19.680]  那我们就是一个间接仿存
[00:33:19.680 --> 00:33:23.680]  那我们当前的操作就是需要在tun to australia
[00:33:23.680 --> 00:33:27.680]  阶段将它退化成我们的标量搬运
[00:33:27.680 --> 00:33:29.680]  然后还有一个第二个情况
[00:33:29.680 --> 00:33:33.680]  是认定为australia的情况就是我们的offset
[00:33:33.680 --> 00:33:35.680]  是一个负电数
[00:33:36.680 --> 00:33:38.680]  因为负电数的话
[00:33:38.680 --> 00:33:40.680]  我们因为像offset
[00:33:40.680 --> 00:33:43.680]  我们在编译期的时候
[00:33:43.680 --> 00:33:44.680]  是不能把它
[00:33:44.680 --> 00:33:45.680]  如果它是负电数的情况下
[00:33:45.680 --> 00:33:48.680]  它甚至可能是2.5,3.1这种
[00:33:48.680 --> 00:33:51.680]  我们做完一个cast之后把它转成整形
[00:33:51.680 --> 00:33:53.680]  我们并不能认定它一定是一个规律的offset
[00:33:53.680 --> 00:33:57.680]  所以说我们会把它当成一个离散的去处理
[00:33:59.680 --> 00:34:02.680]  然后还有一个就是像刚刚说的
[00:34:02.680 --> 00:34:05.680]  有offset有一系列的表达式
[00:34:05.680 --> 00:34:07.680]  像这里是做一个乘法
[00:34:07.680 --> 00:34:08.680]  它可能是一个非常复杂
[00:34:08.680 --> 00:34:10.680]  然后最后是一个非线性的表达式
[00:34:10.680 --> 00:34:12.680]  并且我们在linear-res
[00:34:12.680 --> 00:34:13.680]  中分析不出来
[00:34:13.680 --> 00:34:16.680]  或者说我们没办法转成我们过滤的仿存
[00:34:16.680 --> 00:34:21.680]  那这时候我们也会把它当成一个离散仿存处理
[00:34:21.680 --> 00:34:26.680]  然后我们可以CANN一下离散仿存我们会如何处理
[00:34:26.680 --> 00:34:31.680]  其实就是比较直接我们因为我们要退化成bellum
[00:34:31.680 --> 00:34:33.680]  我们就需要主元素
[00:34:33.680 --> 00:34:38.680]  我们做一个比如我们当前是一个64x128的tensor
[00:34:38.680 --> 00:34:46.680]  那不过我们因为它是个离散的我们没有办法直接把64x128直接搬入
[00:34:46.680 --> 00:34:57.680]  我们需要依赖于它的offset的那个tensor去知道到底哪个数据需要被搬入
[00:34:57.680 --> 00:35:00.680]  哪个数据被搬入或者说哪个数据需要被搬入多次
[00:35:01.680 --> 00:35:03.680]  这个我们都是不知道的
[00:35:03.680 --> 00:35:06.680]  所以说我们会退化成飙量
[00:35:06.680 --> 00:35:10.680]  退化成bellum之后然后根据offset
[00:35:12.680 --> 00:35:17.680]  根据offset和那个pointer的一个加法
[00:35:17.680 --> 00:35:19.680]  然后算出对应的index
[00:35:19.680 --> 00:35:22.680]  然后去进行一个extract
[00:35:22.680 --> 00:35:23.680]  然后我们抽取出来
[00:35:23.680 --> 00:35:27.680]  然后主元素的搬入到我们的fact期限单元中
[00:35:27.680 --> 00:35:32.680]  这是最初始的版本就是我们全部退化成飙量
[00:35:32.680 --> 00:35:35.680]  但是有当时有一些情况
[00:35:35.680 --> 00:35:39.680]  它可能第一根轴它是一个离散的
[00:35:39.680 --> 00:35:41.680]  但是第二根轴它又不是个离散的
[00:35:41.680 --> 00:35:46.680]  那我们只会对不离散的进行一个extract
[00:35:46.680 --> 00:35:48.680]  那我们就其实就是一个extract slice
[00:35:48.680 --> 00:35:52.680]  我们可以比如我们我们是一个3
[00:35:52.680 --> 00:35:56.680]  我们是一个8x16的tensor
[00:35:56.680 --> 00:35:59.680]  我们只有第一根轴8它是一个离散的
[00:35:59.680 --> 00:36:02.680]  但16它是一个规律的
[00:36:02.680 --> 00:36:07.680]  那我们其实比如我们想搬028
[00:36:07.680 --> 00:36:11.680]  那我们就去先搬第一行的16
[00:36:11.680 --> 00:36:13.680]  再搬第三行的16
[00:36:13.680 --> 00:36:15.680]  最后再搬第8行的16
[00:36:15.680 --> 00:36:17.680]  这样的话我们肯定不是
[00:36:17.680 --> 00:36:20.680]  要是按照上面的辅助说的话
[00:36:20.680 --> 00:36:22.680]  那肯定是全部退化成飙量
[00:36:22.680 --> 00:36:24.680]  但是这一步的性能优化的话
[00:36:24.680 --> 00:36:28.680]  我们会只得一根轴的退化成飙量
[00:36:28.680 --> 00:36:30.680]  然后性能也是会有提升的
[00:36:32.680 --> 00:36:33.680]  然后接下来的话
[00:36:33.680 --> 00:36:35.680]  其实就是一个treton to hfusion
[00:36:35.680 --> 00:36:38.680]  这一个pass就是完全的语意的转换
[00:36:38.680 --> 00:36:41.680]  我们就是直接将treton方言
[00:36:41.680 --> 00:36:43.680]  直接翻成hfusion方言
[00:36:43.680 --> 00:36:46.680]  但是为什么我们我们后面不是有一个treton to linux
[00:36:46.680 --> 00:36:51.680]  但是我们坚加这个pass的原因是为什么呢
[00:36:51.680 --> 00:36:57.680]  是因为有些op在linux方言中没有相同的语意
[00:36:57.680 --> 00:37:03.680]  就可以直接我们会在我们的hfusion op中
[00:37:03.680 --> 00:37:06.680]  新定义一个我们hfusion的方言
[00:37:06.680 --> 00:37:08.680]  然后直接承载对应的语意
[00:37:08.680 --> 00:37:12.680]  比如我们这里的有一个tt.hisqr
[00:37:12.680 --> 00:37:17.680]  在我们linux中其实是没有一个直接的语意可以表达它
[00:37:17.680 --> 00:37:19.680]  然后我们会在hfusion中定义一个
[00:37:19.680 --> 00:37:22.680]  然后进行一个一对一的转换
[00:37:22.680 --> 00:37:27.680]  然后我们的功能的实现其实也会在我们的hfusion中
[00:37:27.680 --> 00:37:29.680]  进行一个实现
[00:37:29.680 --> 00:37:32.680]  然后在ir中的话就可以CANN到
[00:37:32.680 --> 00:37:35.680]  这里是一个tt.hisqr
[00:37:35.680 --> 00:37:36.680]  然后一个参数
[00:37:36.680 --> 00:37:37.680]  然后一个输出
[00:37:37.680 --> 00:37:40.680]  然后转到我们的hfusion的hisqr
[00:37:40.680 --> 00:37:42.680]  中也是一个相同的语意
[00:37:42.680 --> 00:37:47.680]  然后hfusion其实会在我们的slnpr这个组件
[00:37:47.680 --> 00:37:49.680]  进行一个系列的处理
[00:37:49.680 --> 00:37:53.680]  好这是tt.to.hfusion这个path
[00:37:53.680 --> 00:37:55.680]  后面讲一下tt.to.hvm
[00:37:55.680 --> 00:37:57.680]  然后tt.to.hvm的话
[00:37:57.680 --> 00:38:01.680]  其实就是像有些语意
[00:38:01.680 --> 00:38:03.680]  它是跟硬件墙相关的
[00:38:03.680 --> 00:38:06.680]  我们linux还有包括甚至hfusion
[00:38:06.680 --> 00:38:09.680]  其实是没有办法去描述
[00:38:09.680 --> 00:38:13.680]  描述出硬件相关的一些优化的
[00:38:13.680 --> 00:38:17.680]  就比如我们的int to pointer
[00:38:17.680 --> 00:38:19.680]  int to pointer
[00:38:19.680 --> 00:38:23.680]  它的目的是我们给一个int
[00:38:23.680 --> 00:38:25.680]  就是给一个const
[00:38:25.680 --> 00:38:28.680]  然后我们直接去对应的
[00:38:28.680 --> 00:38:30.680]  就是比如它是个0
[00:38:30.680 --> 00:38:34.680]  那我们就直接需要去到global memory中
[00:38:34.680 --> 00:38:37.680]  0这个地址位置去搬运
[00:38:37.680 --> 00:38:39.680]  比如你可以CANN到我们这里
[00:38:39.680 --> 00:38:41.680]  0它其实是一个cost
[00:38:41.680 --> 00:38:42.680]  它是一个0
[00:38:42.680 --> 00:38:43.680]  然后我们需要把这个0
[00:38:43.680 --> 00:38:45.680]  直接转成它的地址
[00:38:45.680 --> 00:38:47.680]  那我们的hfusion跟linux
[00:38:47.680 --> 00:38:49.680]  其实都是没有这个能力的
[00:38:49.680 --> 00:38:51.680]  所以说我们需要直接转到我们的hvm
[00:38:51.680 --> 00:38:53.680]  我们hvm方言
[00:38:53.680 --> 00:38:55.680]  我们hvm方言中有一个叫pointcast
[00:38:55.680 --> 00:38:59.680]  然后中间它的参数其实就是代表
[00:38:59.680 --> 00:39:01.680]  当前这块tensor
[00:39:01.680 --> 00:39:03.680]  当前这块memoref它的70地址
[00:39:03.680 --> 00:39:05.680]  比如它这里是0
[00:39:05.680 --> 00:39:06.680]  那就是我们这里就是0
[00:39:06.680 --> 00:39:07.680]  如果它是1000
[00:39:07.680 --> 00:39:08.680]  那我们其实就是1000
[00:39:08.680 --> 00:39:11.680]  然后并且它的gove
[00:39:11.680 --> 00:39:13.680]  它的地址
[00:39:13.680 --> 00:39:15.680]  它所在的位置是在global memory
[00:39:15.680 --> 00:39:16.680]  不是在fict计算单元
[00:39:16.680 --> 00:39:17.680]  不是在ub中
[00:39:17.680 --> 00:39:21.680]  然后像这类的转换
[00:39:21.680 --> 00:39:23.680]  就是需要在我们的treton2
[00:39:23.680 --> 00:39:25.680]  和vm中处理
[00:39:28.680 --> 00:39:29.680]  然后这个path的话
[00:39:29.680 --> 00:39:31.680]  就是treton2Lvm
[00:39:31.680 --> 00:39:33.680]  Lvm大家应该都是比较了解的
[00:39:33.680 --> 00:39:35.680]  当前我们其实就
[00:39:35.680 --> 00:39:37.680]  一类op会转成
[00:39:37.680 --> 00:39:39.680]  就一种op会转成直接转到Lvm
[00:39:39.680 --> 00:39:41.680]  应该不止
[00:39:41.680 --> 00:39:42.680]  可能有一到两种
[00:39:42.680 --> 00:39:44.680]  像比较典型就是
[00:39:44.680 --> 00:39:46.680]  这个mythinglineASM
[00:39:46.680 --> 00:39:50.680]  这个op其实我们是treton社区
[00:39:50.680 --> 00:39:52.680]  就是原生就有一个这样的op
[00:39:52.680 --> 00:39:54.680]  然后它的目的是
[00:39:54.680 --> 00:39:58.680]  直接传入一个反汇边的指令
[00:39:58.680 --> 00:40:00.680]  然后希望就直接映射到硬件
[00:40:00.680 --> 00:40:04.680]  然后我们这样的话
[00:40:04.680 --> 00:40:06.680]  其实就是我们直接去调用对应的
[00:40:06.680 --> 00:40:08.680]  Lvm的相关语域的op就行
[00:40:08.680 --> 00:40:12.680]  因为我们像hivm跟hivm都没有
[00:40:12.680 --> 00:40:14.680]  一个是没有对应的语域去描述
[00:40:14.680 --> 00:40:15.680]  另一个是也没有必要
[00:40:15.680 --> 00:40:16.680]  因为它已经是一个硬件
[00:40:16.680 --> 00:40:20.680]  枪相关的一个表达了
[00:40:20.680 --> 00:40:23.680]  而且hivm和hivm也没有办法去识别返回边
[00:40:23.680 --> 00:40:26.680]  所以像这里op的话
[00:40:26.680 --> 00:40:28.680]  我们需要直接转成Lvm
[00:40:28.680 --> 00:40:34.680]  然后最后的话就是一个treton to Linux
[00:40:34.680 --> 00:40:38.680]  然后当上面的pads都转完了
[00:40:38.680 --> 00:40:43.680]  然后发现像hivm和hivm都转完了
[00:40:43.680 --> 00:40:46.680]  然后剩下的大部分的treton
[00:40:46.680 --> 00:40:50.680]  treton op都会转成Linux
[00:40:50.680 --> 00:40:51.680]  它不仅是Linux
[00:40:51.680 --> 00:40:56.680]  它包含了像memory tensor各类方言
[00:40:56.680 --> 00:40:58.680]  然后我们可以CANN一下下面的例子
[00:40:58.680 --> 00:41:01.680]  像这个tt.broadcast
[00:41:01.680 --> 00:41:04.680]  它就直接转到了转成我们的linux.broadcast
[00:41:04.680 --> 00:41:06.680]  这就是比较简单
[00:41:06.680 --> 00:41:09.680]  像还有tt.reshape
[00:41:09.680 --> 00:41:11.680]  它转成的是我们tensor的点是shave
[00:41:11.680 --> 00:41:13.680]  就是我们tensor的方言
[00:41:13.680 --> 00:41:16.680]  然后这这么一坨
[00:41:16.680 --> 00:41:18.680]  像make range,split,addpt
[00:41:18.680 --> 00:41:24.680]  这一坨其实都是仿存的语意表达
[00:41:24.680 --> 00:41:27.680]  然后当时我们的像我们那些仿存分析
[00:41:27.680 --> 00:41:30.680]  其实就是需要分析这一类op
[00:41:30.680 --> 00:41:35.680]  然后它最终它都会变成了我们的reinterpretingcast
[00:41:35.680 --> 00:41:37.680]  这里面的话它有很多参数
[00:41:37.680 --> 00:41:40.680]  像offset,size,strid
[00:41:40.680 --> 00:41:42.680]  这些东西都是根据
[00:41:42.680 --> 00:41:44.680]  都是我们treton type设
[00:41:44.680 --> 00:41:48.680]  通过分析这些treton.op
[00:41:48.680 --> 00:41:54.680]  去把它给推出来的
[00:41:54.680 --> 00:41:57.680]  然后因为我们
[00:41:57.680 --> 00:42:01.680]  因为treton的就是treton防言中
[00:42:01.680 --> 00:42:06.680]  它的仿存是指针加上offset
[00:42:06.680 --> 00:42:08.680]  去表达
[00:42:08.680 --> 00:42:09.680]  但是我们的memoref
[00:42:09.680 --> 00:42:10.680]  叫我们的memoref
[00:42:10.680 --> 00:42:12.680]  我们的smpr
[00:42:12.680 --> 00:42:13.680]  它想要的
[00:42:13.680 --> 00:42:16.680]  其实是一个tensor
[00:42:16.680 --> 00:42:17.680]  或者一个memoref
[00:42:17.680 --> 00:42:20.680]  带上对应的offset,strid跟size
[00:42:20.680 --> 00:42:25.680]  然后这样的话才能进行后面的优化
[00:42:25.680 --> 00:42:28.680]  所以说这就是treton2-linux的作用
[00:42:28.680 --> 00:42:35.680]  好,重点pass都讲完了
[00:42:35.680 --> 00:42:39.680]  然后最后我会最后做一个总结
[00:42:40.680 --> 00:42:46.680]  我们treton-assend
[00:42:46.680 --> 00:42:52.680]  它是一个面向深层平台构建的treton
[00:42:52.680 --> 00:42:53.680]  编译框架
[00:42:53.680 --> 00:42:57.680]  目的就是让treton代码能够在深层内上高效运行
[00:42:57.680 --> 00:43:01.680]  其中它的主要编译流程为第一步
[00:43:01.680 --> 00:43:06.680]  将我们的treton的pythonDSL翻译成TTIR
